Test_Date,Device_Name,Brand,Model,Category,Price_USD,Battery_Life_Hours,Heart_Rate_Accuracy_Percent,Step_Count_Accuracy_Percent,Sleep_Tracking_Accuracy_Percent,Water_Resistance_Rating,User_Satisfaction_Rating,GPS_Accuracy_Meters,Connectivity_Features,Health_Sensors_Count,App_Ecosystem_Support,Performance_Score
6/7/2025,Samsung Galaxy Watch 7,Samsung,Galaxy Watch 7,Smartwatch,500.46,18,92.68,97.88,77.38,IP68,9.5,2.6,"WiFi, Bluetooth, NFC",13,Android/iOS,62.4
6/7/2025,Apple Watch Series 10,Apple,Watch Series 10,Smartwatch,411.28,20.1,95.66,97.81,83.12,5ATM,8.6,4.9,"WiFi, Bluetooth, NFC",12,iOS,60.9
6/7/2025,Garmin Venu 3,Garmin,Venu 3,Sports Watch,841.02,517.3,96.25,99.25,70.22,IPX8,8.9,2.6,"Bluetooth, WiFi",9,Cross-platform,64.1
6/7/2025,Huawei Watch GT 5,Huawei,Watch GT 5,Smartwatch,428.55,58,96.35,95.24,84.13,IP68,9.3,3.8,"WiFi, Bluetooth, NFC",11,Cross-platform,63.4
6/7/2025,Withings ScanWatch 2,Withings,ScanWatch 2,Smartwatch,373.83,68.6,97.91,95.61,75.32,IPX8,7.4,2.7,"WiFi, Bluetooth, NFC, LTE",10,Android/iOS,60
6/7/2025,Fitbit Charge 6,Fitbit,Charge 6,Fitness Tracker,327.38,217,88.62,96.92,76.81,IPX4,8,,"Bluetooth, WiFi",5,Cross-platform,72.5
6/7/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,439.12,190.4,90.05,94.15,89.01,IPX8,9.3,,Bluetooth,6,Cross-platform,77.2
6/7/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,357.72,173.8,86.86,93.92,90.84,IPX8,7.2,,Bluetooth,3,Android/iOS,72.7
6/7/2025,WHOOP 4.0,WHOOP,4,Fitness Band,30,140.6,89.12,95.45,72.58,IPX4,6.8,,Bluetooth,2,Cross-platform,68.4
6/7/2025,Samsung Galaxy Watch FE,Samsung,Galaxy Watch FE,Smartwatch,369.69,32.7,97.93,96.95,83.91,5ATM,7.9,3,"WiFi, Bluetooth, NFC",15,Android/iOS,61.6
6/7/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,539.64,182.5,86.26,95.83,88.55,IPX8,8.2,,Bluetooth,5,Cross-platform,74.5
6/7/2025,Garmin Forerunner 965,Garmin,Forerunner 965,Smartwatch,667.77,318.8,94.11,98.32,82.48,IPX8,8.9,3,"WiFi, Bluetooth, NFC",9,Cross-platform,65.3
6/7/2025,Samsung Galaxy Watch FE,Samsung,Galaxy Watch FE,Smartwatch,311.05,31.9,94.04,96.89,75.47,IP68,7.4,2,"WiFi, Bluetooth, NFC, LTE",9,Android/iOS,59.4
6/7/2025,Garmin Venu 3,Garmin,Venu 3,Smartwatch,797.08,533.8,93.6,98.85,77.31,5ATM,8.3,1.6,"WiFi, Bluetooth, NFC",15,Cross-platform,64.4
6/7/2025,Garmin Enduro 3,Garmin,Enduro 3,Smartwatch,528.29,978,97.69,98.99,84.68,5ATM,9.4,1.6,"WiFi, Bluetooth, NFC, LTE",11,Cross-platform,68.2
6/7/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,531.87,170.2,87.1,94.47,87.65,IPX7,9.1,,Bluetooth,3,Cross-platform,76
6/7/2025,Polar Vantage V3,Polar,Vantage V3,Sports Watch,223.13,78.7,94.59,94.29,72.5,5ATM,7.3,3.9,"Bluetooth, WiFi",9,Cross-platform,58
6/7/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,444.06,172.8,87.5,93.46,89.88,IPX8,8.8,,Bluetooth,6,Cross-platform,75.8
6/7/2025,Amazfit Band 7,Amazfit,Band 7,Fitness Tracker,212.37,204.5,93.46,94.08,79.33,IPX7,8.4,,"Bluetooth, WiFi",7,Android/iOS,74.2
6/7/2025,Samsung Galaxy Watch Ultra,Samsung,Galaxy Watch Ultra,Smartwatch,258.56,61.1,92.14,98.39,83.5,IPX8,7.9,4.1,"WiFi, Bluetooth, NFC",11,Android/iOS,60.7
6/7/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,324.82,183.8,86.41,95.73,87.89,IPX7,8.3,,Bluetooth,5,Android/iOS,74.6
6/7/2025,Withings ScanWatch 2,Withings,ScanWatch 2,Sports Watch,249.78,130.8,96.93,96.21,76.23,IPX8,7.1,4.4,Bluetooth,7,Android/iOS,59.7
6/8/2025,Samsung Galaxy Watch FE,Samsung,Galaxy Watch FE,Smartwatch,452.71,26.4,94.89,98.12,78.5,IP68,8.6,4.2,"WiFi, Bluetooth, NFC, LTE",14,Android/iOS,60.6
6/8/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,300.72,168.8,89.74,96.47,91.97,IPX8,7.1,,Bluetooth,6,Cross-platform,73.8
6/8/2025,Garmin Enduro 3,Garmin,Enduro 3,Sports Watch,429.64,1831.6,95.55,98.42,78.07,5ATM,8.3,1.5,Bluetooth,6,Cross-platform,64.8
6/8/2025,Huawei Watch 5,Huawei,Watch 5,Smartwatch,396,32.6,97.62,93.87,78.55,5ATM,8.3,4.8,"WiFi, Bluetooth, NFC",14,Android/iOS,59.6
6/8/2025,Withings ScanWatch 2,Withings,ScanWatch 2,Smartwatch,466.42,20.3,96.86,94.62,76.07,5ATM,8.9,3.5,"WiFi, Bluetooth, NFC, LTE",9,Cross-platform,60.8
6/8/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,488.97,171.2,87.95,95.64,89.06,IPX7,9.1,,Bluetooth,6,Android/iOS,76.7
6/8/2025,Amazfit GTS 4,Amazfit,GTS 4,Sports Watch,221.58,148.7,93.81,97,78.53,5ATM,7.4,3.5,Bluetooth,10,Cross-platform,61.2
6/8/2025,Apple Watch Series 10,Apple,Watch Series 10,Smartwatch,611.28,62.8,92.26,96.83,76.31,IPX8,8.2,3,"WiFi, Bluetooth, NFC, LTE",8,iOS,60.5
6/8/2025,Samsung Galaxy Watch Ultra,Samsung,Galaxy Watch Ultra,Smartwatch,410.55,55.1,97.71,97.44,76.02,IPX8,9.3,4.1,"WiFi, Bluetooth, NFC",15,Android/iOS,62.4
6/8/2025,Amazfit GTS 4,Amazfit,GTS 4,Sports Watch,174.36,72.3,95.6,94.59,70.77,5ATM,6.3,2.2,Bluetooth,8,Android/iOS,57.3
6/8/2025,Huawei Watch 5,Huawei,Watch 5,Smartwatch,599.11,48.4,95.89,95.05,76.64,5ATM,8.5,4.3,"WiFi, Bluetooth, NFC",11,Android/iOS,60.2
6/8/2025,Amazfit Band 7,Amazfit,Band 7,Fitness Tracker,53.38,126.5,92.45,95.38,73.57,IPX4,7.1,,Bluetooth,6,Android/iOS,69.5
6/8/2025,Fitbit Inspire 4,Fitbit,Inspire 4,Fitness Tracker,304.61,99.7,88.02,94.56,79.27,IPX7,7.4,,Bluetooth,10,Cross-platform,69.5
6/8/2025,Samsung Galaxy Watch Ultra,Samsung,Galaxy Watch Ultra,Smartwatch,273.82,48.6,95.5,98.41,76,5ATM,7.8,1.9,"WiFi, Bluetooth, NFC",13,Android/iOS,61
6/8/2025,Samsung Galaxy Watch FE,Samsung,Galaxy Watch FE,Smartwatch,632.44,44.8,92.82,97.65,76.5,5ATM,9.4,3.5,"WiFi, Bluetooth, NFC, LTE",14,Android/iOS,62.1
6/8/2025,Apple Watch SE 3,Apple,Watch SE 3,Smartwatch,772.07,67.3,93.59,97.83,77.66,5ATM,8.2,3.4,"WiFi, Bluetooth, NFC, LTE",13,iOS,60.9
6/8/2025,WHOOP 4.0,WHOOP,4,Fitness Band,30,138.9,90.72,96.13,75.3,IPX4,7,,Bluetooth,2,Android/iOS,69.7
6/8/2025,WHOOP 4.0,WHOOP,4,Fitness Band,30,147.5,89.15,96.69,78.85,IPX4,6.8,,Bluetooth,3,Cross-platform,70
6/8/2025,Fitbit Versa 4,Fitbit,Versa 4,Sports Watch,232.9,162.6,96.76,95.78,70.49,IP68,7.7,4.2,Bluetooth,10,Cross-platform,60.4
6/8/2025,Apple Watch Ultra 2,Apple,Watch Ultra 2,Smartwatch,608.81,60,94.02,97.23,78.95,IPX8,9.4,4.1,"WiFi, Bluetooth, NFC, LTE",9,iOS,62.5
6/8/2025,Amazfit T-Rex 3,Amazfit,T-Rex 3,Sports Watch,126.53,100.6,95.46,95.92,75.53,5ATM,7.3,1.7,Bluetooth,8,Cross-platform,60.8
6/8/2025,WHOOP 4.0,WHOOP,4,Fitness Band,30,132,91.91,95.34,70.59,IPX4,7.3,,Bluetooth,4,Cross-platform,69.3
6/8/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,525.92,180.8,86.71,93.07,88.48,IPX8,9.4,,Bluetooth,3,Cross-platform,76.5
6/8/2025,Amazfit T-Rex 3,Amazfit,T-Rex 3,Sports Watch,170.98,222.7,97.76,94.48,72.46,IP68,7,3.7,Bluetooth,7,Android/iOS,60
6/8/2025,WHOOP 4.0,WHOOP,4,Fitness Band,30,152,87.37,95.24,76.99,3ATM,7.9,,Bluetooth,3,Cross-platform,71.3
6/8/2025,Polar Pacer Pro,Polar,Pacer Pro,Smartwatch,271.33,22.9,96.07,94.97,76.35,IP68,7.5,2.3,"WiFi, Bluetooth, NFC, LTE",8,Cross-platform,59.3
6/8/2025,Huawei Band 9,Huawei,Band 9,Smartwatch,783.94,59.2,94.65,96.7,84.4,IP68,8.7,2.8,"WiFi, Bluetooth, NFC",14,Android/iOS,63.1
6/8/2025,WHOOP 4.0,WHOOP,4,Fitness Band,30,140.4,91.88,96.91,76.23,IPX4,6.1,,Bluetooth,5,Android/iOS,68.5
6/8/2025,Apple Watch SE 3,Apple,Watch SE 3,Smartwatch,436.16,25.1,97.46,96.82,79.16,5ATM,8.2,3.4,"WiFi, Bluetooth, NFC, LTE",12,iOS,60.8
6/8/2025,Apple Watch Series 10,Apple,Watch Series 10,Smartwatch,332.72,28,94.59,96.13,78.05,IP68,8.1,4.8,"WiFi, Bluetooth, NFC, LTE",13,iOS,59
6/8/2025,Apple Watch Series 10,Apple,Watch Series 10,Smartwatch,750.45,26.4,96.34,96.88,77.38,IP68,8.2,3.5,"WiFi, Bluetooth, NFC, LTE",12,iOS,60.3
6/8/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,427.12,183,87.2,93.33,87.89,IPX8,8.4,,Bluetooth,3,Android/iOS,74.5
6/8/2025,Samsung Galaxy Watch 7,Samsung,Galaxy Watch 7,Smartwatch,302.61,61.5,96.42,97.03,77.3,IPX8,7.6,4.2,"WiFi, Bluetooth, NFC",10,Android/iOS,59.5
6/8/2025,Polar Vantage V3,Polar,Vantage V3,Smartwatch,352.31,30.8,93.95,94.49,83.23,IPX8,7.1,3,"WiFi, Bluetooth, NFC",8,Cross-platform,59.1
6/8/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,361.26,177.3,90.21,95.62,86.24,IPX8,7.1,,Bluetooth,4,Android/iOS,72.6
6/8/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,317.72,181.1,87.4,95.9,91.93,IPX7,7.8,,Bluetooth,4,Android/iOS,74.6
6/8/2025,Withings ScanWatch 2,Withings,ScanWatch 2,Sports Watch,359.37,125,93.69,96.83,79.28,IPX8,7.3,3.2,"Bluetooth, WiFi",5,Android/iOS,60.8
6/8/2025,Samsung Galaxy Watch FE,Samsung,Galaxy Watch FE,Smartwatch,370.9,47.2,97.82,97.47,80.54,IPX8,8.2,3,"WiFi, Bluetooth, NFC, LTE",15,Android/iOS,61.9
6/8/2025,Garmin Forerunner 965,Garmin,Forerunner 965,Smartwatch,586.66,494.1,94.33,98.63,76.27,IP68,8.8,4,"WiFi, Bluetooth, NFC",13,Cross-platform,63.5
6/8/2025,Garmin Fenix 8,Garmin,Fenix 8,Sports Watch,989.48,601.7,97.55,99,71.41,10ATM,8.8,3.3,Bluetooth,9,Cross-platform,63.8
6/8/2025,WHOOP 4.0,WHOOP,4,Fitness Band,30,152.6,91.42,95.19,78.31,IPX4,7,,Bluetooth,4,Android/iOS,70.6
6/8/2025,Apple Watch SE 3,Apple,Watch SE 3,Smartwatch,491.17,71.9,96.87,96.36,75,IPX8,9.1,4.9,"WiFi, Bluetooth, NFC",11,iOS,61.4
6/8/2025,Withings Steel HR,Withings,Steel HR,Smartwatch,337.06,36.7,97.23,96.82,83.72,IP68,8.3,4.5,"WiFi, Bluetooth, NFC",10,Android/iOS,61.2
6/8/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,400.86,173.1,89.52,95.46,85.87,IPX7,9,,Bluetooth,6,Android/iOS,76.2
6/8/2025,Polar Vantage V3,Polar,Vantage V3,Sports Watch,392,77.2,97.99,96.39,74.26,5ATM,7.7,4.7,Bluetooth,5,Cross-platform,59.3
6/8/2025,Polar Vantage V3,Polar,Vantage V3,Sports Watch,423.9,78.8,93.45,96.59,70.05,IP68,9.5,4.2,Bluetooth,6,Cross-platform,61.3
6/8/2025,Samsung Galaxy Watch FE,Samsung,Galaxy Watch FE,Smartwatch,641.39,58.5,96.61,96.85,77.94,5ATM,8.7,4.8,"WiFi, Bluetooth, NFC, LTE",12,Android/iOS,61
6/8/2025,Garmin Enduro 3,Garmin,Enduro 3,Sports Watch,429.75,1883,97.04,99.46,71.11,5ATM,8.5,3.7,Bluetooth,6,Cross-platform,63
6/8/2025,Huawei Watch Ultimate,Huawei,Watch Ultimate,Smartwatch,660.12,34.9,96.43,93.38,82.58,5ATM,8,2,"WiFi, Bluetooth, NFC, LTE",13,Cross-platform,61.4
6/8/2025,Samsung Galaxy Watch Ultra,Samsung,Galaxy Watch Ultra,Smartwatch,688.17,59.1,96.22,96.25,76.66,IPX8,9.4,1.7,"WiFi, Bluetooth, NFC, LTE",12,Android/iOS,63.9
6/8/2025,Withings Steel HR,Withings,Steel HR,Sports Watch,228.84,96.6,97.05,94.51,77.18,IPX8,8.1,1.7,"Bluetooth, WiFi",7,Cross-platform,62.4
6/8/2025,Polar Vantage V3,Polar,Vantage V3,Smartwatch,243.67,23.3,95.21,95.19,78.62,5ATM,7.3,4.2,"WiFi, Bluetooth, NFC, LTE",9,Cross-platform,58
6/8/2025,Polar Pacer Pro,Polar,Pacer Pro,Smartwatch,338.08,18.1,96.01,93.93,77.25,IP68,7.9,2.5,"WiFi, Bluetooth, NFC, LTE",10,Cross-platform,59.7
6/8/2025,Huawei Band 9,Huawei,Band 9,Smartwatch,759.99,26,93.48,95.31,81.63,5ATM,8,4.2,"WiFi, Bluetooth, NFC, LTE",14,Cross-platform,59.5
6/8/2025,Samsung Galaxy Watch Ultra,Samsung,Galaxy Watch Ultra,Smartwatch,426.97,28.7,95.64,96.71,80.86,IPX8,9.4,1.9,"WiFi, Bluetooth, NFC, LTE",15,Android/iOS,63.8
6/8/2025,Apple Watch Ultra 2,Apple,Watch Ultra 2,Smartwatch,476.81,22.5,97.44,96.75,80.37,IP68,9.1,2.4,"WiFi, Bluetooth, NFC",15,iOS,63.1
6/8/2025,Amazfit Band 7,Amazfit,Band 7,Fitness Tracker,98.68,74.7,91.05,95.55,71.47,3ATM,7.6,,"Bluetooth, WiFi",10,Cross-platform,68.6
6/8/2025,Huawei Band 9,Huawei,Band 9,Smartwatch,426.09,23.9,95.68,94.61,78.23,IP68,9.1,3.6,"WiFi, Bluetooth, NFC",12,Android/iOS,61.3
6/8/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,418.76,182.2,89.53,94.64,86.71,IPX7,8.9,,Bluetooth,4,Android/iOS,76
6/8/2025,Apple Watch Series 10,Apple,Watch Series 10,Smartwatch,570.2,26.6,96.45,97.33,77.69,5ATM,8.4,2.2,"WiFi, Bluetooth, NFC, LTE",9,iOS,61.6
6/8/2025,WHOOP 4.0,WHOOP,4,Fitness Band,30,136.9,86.39,94.71,80,IPX7,7.8,,Bluetooth,4,Cross-platform,71.1
6/8/2025,WHOOP 4.0,WHOOP,4,Fitness Band,30,142.2,90.04,93.62,74.09,3ATM,7.4,,Bluetooth,3,Android/iOS,69.7
6/8/2025,Huawei Watch Ultimate,Huawei,Watch Ultimate,Smartwatch,272.99,66.5,96.08,93.2,84.86,IPX8,7.5,4.5,"WiFi, Bluetooth, NFC",15,Cross-platform,59.8
6/8/2025,Garmin Fenix 8,Garmin,Fenix 8,Smartwatch,448.14,346.7,96.58,98.38,82.54,5ATM,9.2,4.2,"WiFi, Bluetooth, NFC",8,Cross-platform,65.5
6/8/2025,Withings Steel HR,Withings,Steel HR,Smartwatch,235.26,48.9,92.24,93.61,78.71,IPX8,7.5,3.2,"WiFi, Bluetooth, NFC, LTE",10,Cross-platform,58.8
6/8/2025,Fitbit Charge 6,Fitbit,Charge 6,Fitness Tracker,171.88,236.9,91.71,96.57,77.64,IPX7,7.1,,Bluetooth,6,Cross-platform,71.4
6/8/2025,Amazfit GTR 4,Amazfit,GTR 4,Sports Watch,163.05,134.1,94.23,93.69,75.27,IP68,7.8,4.6,Bluetooth,6,Android/iOS,59.8
6/8/2025,Polar Pacer Pro,Polar,Pacer Pro,Sports Watch,498.44,152.4,94.26,96.83,74.6,IP68,8.5,2.7,"Bluetooth, WiFi",10,Cross-platform,63
6/8/2025,Garmin Fenix 8,Garmin,Fenix 8,Sports Watch,225.9,662.3,92.35,99.17,77.51,5ATM,7.5,4.6,Bluetooth,6,Cross-platform,60.9
6/8/2025,Amazfit Band 7,Amazfit,Band 7,Fitness Tracker,159.97,180.3,90.04,93.25,78.72,IPX4,7.7,,Bluetooth,7,Cross-platform,71.8
6/8/2025,WHOOP 4.0,WHOOP,4,Fitness Band,30,130.9,90.24,94.9,75.16,3ATM,7.5,,Bluetooth,5,Cross-platform,70.2
6/8/2025,Withings ScanWatch 2,Withings,ScanWatch 2,Sports Watch,201.56,122.3,96.93,96.13,74.04,IPX8,8.2,4.2,Bluetooth,10,Android/iOS,61.1
6/8/2025,Amazfit GTS 4,Amazfit,GTS 4,Smartwatch,199.59,54.2,95.77,93.04,79.44,IPX8,7.8,3.5,"WiFi, Bluetooth, NFC, LTE",15,Cross-platform,59.8
6/8/2025,Fitbit Versa 4,Fitbit,Versa 4,Smartwatch,285.95,46.7,95.34,96.83,78.09,IPX8,8.3,1.8,"WiFi, Bluetooth, NFC",10,Cross-platform,61.9
6/8/2025,Apple Watch Series 10,Apple,Watch Series 10,Smartwatch,566.21,22.8,95.36,98.3,81.62,IP68,8.2,4.4,"WiFi, Bluetooth, NFC",12,iOS,60.4
6/8/2025,WHOOP 4.0,WHOOP,4,Fitness Band,30,128.9,88.23,94.06,75.51,3ATM,6.8,,Bluetooth,3,Cross-platform,68.2
6/8/2025,Garmin Instinct 2X,Garmin,Instinct 2X,Smartwatch,933.78,521.1,96.74,98.82,83.06,5ATM,9.3,4.3,"WiFi, Bluetooth, NFC, LTE",14,Cross-platform,65.7
6/8/2025,Fitbit Sense 2,Fitbit,Sense 2,Sports Watch,159.92,150.7,97.21,95.39,78.61,5ATM,6.1,2,Bluetooth,7,Cross-platform,60.4
6/8/2025,Polar Vantage V3,Polar,Vantage V3,Smartwatch,242.32,52.4,93.05,96.87,84.99,5ATM,7.6,1.6,"WiFi, Bluetooth, NFC, LTE",10,Cross-platform,61.8
6/8/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,322.92,188.3,86.55,94.84,86.16,IPX7,8.4,,Bluetooth,5,Android/iOS,74.3
6/8/2025,Samsung Galaxy Watch Ultra,Samsung,Galaxy Watch Ultra,Smartwatch,220.64,34.3,92.06,96.24,76.24,IP68,7.3,4.7,"WiFi, Bluetooth, NFC",13,Android/iOS,57.1
6/8/2025,Polar Pacer Pro,Polar,Pacer Pro,Smartwatch,496.21,65.5,92.71,94.8,83.53,IPX8,8.7,1.6,"WiFi, Bluetooth, NFC, LTE",12,Cross-platform,63.2
6/8/2025,Samsung Galaxy Watch Ultra,Samsung,Galaxy Watch Ultra,Smartwatch,243.79,19.6,97.43,98.37,82.15,5ATM,7.7,3,"WiFi, Bluetooth, NFC, LTE",11,Android/iOS,60.9
6/8/2025,Amazfit Band 7,Amazfit,Band 7,Fitness Tracker,79.78,228.8,88.56,95.57,75.25,3ATM,7.1,,Bluetooth,10,Cross-platform,70.1
6/8/2025,WHOOP 4.0,WHOOP,4,Fitness Band,30,123.7,90.42,96.03,70.43,IPX4,6.1,,Bluetooth,2,Cross-platform,66.5
6/8/2025,Garmin Instinct 2X,Garmin,Instinct 2X,Smartwatch,832.71,635.2,94.83,98.9,75.88,IPX8,8.3,1.8,"WiFi, Bluetooth, NFC",14,Cross-platform,64.2
6/8/2025,Garmin Enduro 3,Garmin,Enduro 3,Sports Watch,572.95,1785.7,92.51,98.31,70.09,5ATM,9,2.4,"Bluetooth, WiFi",8,Cross-platform,63.6
6/8/2025,Samsung Galaxy Watch Ultra,Samsung,Galaxy Watch Ultra,Smartwatch,483.55,44.7,95.31,97.65,80.66,IP68,8.9,2.1,"WiFi, Bluetooth, NFC, LTE",9,Android/iOS,63.3
6/8/2025,Amazfit Band 7,Amazfit,Band 7,Fitness Tracker,174.34,232.9,91.15,96.24,78.37,3ATM,6.2,,Bluetooth,5,Android/iOS,69.6
6/8/2025,Garmin Enduro 3,Garmin,Enduro 3,Smartwatch,532.06,1892.7,93.11,98.09,76.83,10ATM,8.4,4.7,"WiFi, Bluetooth, NFC",9,Cross-platform,62.2
6/8/2025,Huawei Watch GT 5,Huawei,Watch GT 5,Smartwatch,376.16,62.1,96.47,95.31,75.45,IPX8,8.1,3.4,"WiFi, Bluetooth, NFC",9,Cross-platform,60.3
6/8/2025,Fitbit Sense 2,Fitbit,Sense 2,Smartwatch,122.79,70.4,94.64,94.02,80.89,IPX8,7.1,3.9,"WiFi, Bluetooth, NFC",14,Cross-platform,58.9
6/8/2025,Withings Steel HR,Withings,Steel HR,Smartwatch,423.12,63.9,96.97,93.14,78.2,IP68,9.5,1.9,"WiFi, Bluetooth, NFC, LTE",15,Android/iOS,63.9
6/8/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,533.06,178.7,86.55,93.08,86.97,IPX8,8.3,,Bluetooth,5,Android/iOS,73.9
6/8/2025,Amazfit T-Rex 3,Amazfit,T-Rex 3,Sports Watch,77.91,156.4,94.94,95.46,74.49,5ATM,6.7,1.7,"Bluetooth, WiFi",5,Cross-platform,60.6
6/8/2025,Amazfit T-Rex 3,Amazfit,T-Rex 3,Smartwatch,59.96,39.4,96.97,93.61,75.09,IP68,6.1,2.9,"WiFi, Bluetooth, NFC, LTE",11,Cross-platform,56.6
6/9/2025,Garmin Instinct 2X,Garmin,Instinct 2X,Smartwatch,911.39,466,95.55,98.4,82.78,5ATM,8.2,3.3,"WiFi, Bluetooth, NFC, LTE",14,Cross-platform,64.3
6/9/2025,Polar Pacer Pro,Polar,Pacer Pro,Sports Watch,400.67,131.3,96.88,96.31,73.58,5ATM,9.3,4.3,"Bluetooth, WiFi",5,Cross-platform,63
6/9/2025,Amazfit T-Rex 3,Amazfit,T-Rex 3,Sports Watch,194.93,205.9,96.35,95.75,70.27,IPX8,6.5,3.8,"Bluetooth, WiFi",9,Android/iOS,58.7
6/9/2025,Samsung Galaxy Watch FE,Samsung,Galaxy Watch FE,Smartwatch,224.56,37.6,93.34,96.48,82.15,IPX8,7.5,2.7,"WiFi, Bluetooth, NFC",14,Android/iOS,60.1
6/9/2025,Polar Pacer Pro,Polar,Pacer Pro,Sports Watch,464.98,234.2,97.66,93.79,79.72,5ATM,8.2,2.7,"Bluetooth, WiFi",5,Cross-platform,63.7
6/9/2025,Samsung Galaxy Watch Ultra,Samsung,Galaxy Watch Ultra,Smartwatch,230.92,71.4,95.84,98.15,77.61,IP68,8.4,3.8,"WiFi, Bluetooth, NFC",11,Android/iOS,61.5
6/9/2025,Withings ScanWatch 2,Withings,ScanWatch 2,Sports Watch,473.54,164.7,96.65,94.52,75.34,IPX8,8.5,2.8,"Bluetooth, WiFi",8,Android/iOS,63.3
6/9/2025,Withings Steel HR,Withings,Steel HR,Smartwatch,213.07,46.2,96.23,95.33,77.69,5ATM,7.1,2.8,"WiFi, Bluetooth, NFC",9,Cross-platform,59.1
6/9/2025,Garmin Venu 3,Garmin,Venu 3,Sports Watch,157.35,439.8,92.9,98.1,79.77,IPX8,7.4,2.2,Bluetooth,8,Cross-platform,62.7
6/9/2025,Garmin Forerunner 965,Garmin,Forerunner 965,Smartwatch,170.56,718.3,93.43,98.58,82.93,IP68,6.6,3.4,"WiFi, Bluetooth, NFC, LTE",15,Cross-platform,61.2
6/9/2025,Huawei Watch 5,Huawei,Watch 5,Smartwatch,240.16,48.9,94.23,96.81,76.42,5ATM,8,2.3,"WiFi, Bluetooth, NFC, LTE",8,Cross-platform,60.7
6/9/2025,WHOOP 4.0,WHOOP,4,Fitness Band,30,125,87.55,95.22,77.3,IPX4,6.4,,Bluetooth,2,Android/iOS,67.8
6/9/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,518.3,190.6,87.15,95.72,91.6,IPX7,9.1,,Bluetooth,4,Cross-platform,77.1
6/9/2025,WHOOP 4.0,WHOOP,4,Fitness Band,30,121,86.46,94.55,74.02,3ATM,7.5,,Bluetooth,3,Android/iOS,68.9
6/9/2025,Samsung Galaxy Watch FE,Samsung,Galaxy Watch FE,Smartwatch,283.63,64.7,94.94,96.62,76.41,IP68,8.3,3.3,"WiFi, Bluetooth, NFC, LTE",11,Android/iOS,60.9
6/9/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,444.23,184.9,85.49,96.16,87.95,IPX8,8.5,,Bluetooth,3,Android/iOS,74.9
6/9/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,442.56,169.3,89.33,94.99,88.05,IPX7,8,,Bluetooth,6,Android/iOS,74.5
6/9/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,494.89,191.2,91.01,95.45,89.79,IPX7,9.4,,Bluetooth,5,Android/iOS,78
6/9/2025,Withings ScanWatch 2,Withings,ScanWatch 2,Smartwatch,289.81,28.8,94.82,94.55,81.95,IPX8,8,2.7,"WiFi, Bluetooth, NFC, LTE",14,Cross-platform,60.7
6/9/2025,Apple Watch Series 10,Apple,Watch Series 10,Smartwatch,330.71,21.4,96.19,96.26,79.47,IP68,7.9,4.7,"WiFi, Bluetooth, NFC",9,iOS,59.1
6/9/2025,Apple Watch Series 10,Apple,Watch Series 10,Smartwatch,258.22,62,94.23,96.49,82.5,5ATM,8.2,2.2,"WiFi, Bluetooth, NFC, LTE",9,iOS,62.3
6/9/2025,Garmin Instinct 2X,Garmin,Instinct 2X,Sports Watch,357.79,472.5,93.62,98.85,75.37,5ATM,7.4,1.8,Bluetooth,8,Cross-platform,62.4
6/9/2025,Fitbit Inspire 4,Fitbit,Inspire 4,Fitness Tracker,201.14,199.4,92.83,95.58,74.91,IPX4,7.1,,Bluetooth,10,Cross-platform,70.9
6/9/2025,Fitbit Versa 4,Fitbit,Versa 4,Sports Watch,99.77,239.9,95.21,93.65,73.18,5ATM,7.5,1.9,Bluetooth,6,Cross-platform,61.6
6/9/2025,Huawei Watch Ultimate,Huawei,Watch Ultimate,Smartwatch,366.28,20.5,97.25,95.62,83.94,IPX8,7.6,2.3,"WiFi, Bluetooth, NFC, LTE",14,Android/iOS,61
6/9/2025,Apple Watch Ultra 2,Apple,Watch Ultra 2,Smartwatch,578.76,22.6,93.57,97.1,75.82,5ATM,9.4,2.3,"WiFi, Bluetooth, NFC, LTE",15,iOS,62.3
